Age,Gender,Weight,Height,Activity,Goal,Meal,Description,Calories,Protein,Fat,Fiber
32,Male,68,153,Very active,Maintain Weight,Breakfast,"PORK,FRSH,LOIN,CNTR RIB (ROASTS),BONE-IN,LN,CKD,RSTD",223,28.72,11.16,0.0
32,Male,68,153,Very active,Maintain Weight,Breakfast,"BABYFOOD,MXD FRUIT JUC W/LOFAT YOGURT",76,2.4,0.8,0.400000006
32,Male,68,153,Very active,Maintain Weight,Lunch,"OSCAR MAYER,HAM (40%HAM/WATER PRODUCT,SMOKED,FAT FREE)",72,14.6,0.7,0.0
32,Male,68,153,Very active,Maintain Weight,Lunch,"TILEFISH,RAW",96,17.5,2.31,0.0
32,Male,68,153,Very active,Maintain Weight,Dinner,"COCOA,DRY PDR,UNSWTND,PROC W/ALKALI",220,18.1,13.1,29.79999924
32,Male,68,153,Very active,Maintain Weight,Dinner,"ALCOHOLIC BEV,WINE,TABLE,WHITE,RIESLING",80,0.07,0.0,0.0
19,Female,68,183,Moderately active,Weight Gain,Breakfast,"WHEAT,SPROUTED",198,7.49,1.27,1.100000024
19,Female,68,183,Moderately active,Weight Gain,Breakfast,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,RTF",63,1.38,3.5,0.0
19,Female,68,183,Moderately active,Weight Gain,Lunch,"SOUP,BF MUSHROOM,CND,PREP W/ EQ VOLUME H2O",30,2.37,1.23,0.100000001
19,Female,68,183,Moderately active,Weight Gain,Lunch,"CRACKERS,MATZO,PLAIN",395,10.0,1.4,3.0
19,Female,68,183,Moderately active,Weight Gain,Dinner,"CEREALS,QUAKER,INST GRITS PRODUCT--HAM 'N' CHS",359,10.83,4.69,4.199999809
19,Female,68,183,Moderately active,Weight Gain,Dinner,"TURKEY ROLL,LT&DK MEAT",149,18.14,6.99,0.0
22,Female,77,159,Sedentary,Fat Loss,Breakfast,"BRUSSELS SPROUTS,RAW",43,3.38,0.3,3.799999952
22,Female,77,159,Sedentary,Fat Loss,Breakfast,"CAKE,GERMAN CHOC,DRY MIX,PUDDING-TYPE",401,4.0,9.5,3.5
22,Female,77,159,Sedentary,Fat Loss,Lunch,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,RSTD",239,27.3,13.6,0.0
22,Female,77,159,Sedentary,Fat Loss,Lunch,"NOODLES,EGG,DRY,UNENR",384,14.16,4.44,3.299999952
22,Female,77,159,Sedentary,Fat Loss,Dinner,"CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,VEG SOUP,COND",79,3.17,0.4,2.400000095
22,Female,77,159,Sedentary,Fat Loss,Dinner,GARLIC POWDER,332,16.8,0.76,9.899999619
24,Female,55,178,Lightly active,Maintain Weight,Breakfast,"CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHT,SCOTCH BRTH,COND",56,2.42,1.61,1.600000024
24,Female,55,178,Lightly active,Maintain Weight,Breakfast,"FLATFISH (FLOUNDER&SOLE SP),CKD,DRY HEAT",117,24.16,1.53,0.0
24,Female,55,178,Lightly active,Maintain Weight,Lunch,KRAFT CHEEZ WHIZ LT PAST PROCESS CHS PRODUCT,215,16.3,9.5,0.200000003
24,Female,55,178,Lightly active,Maintain Weight,Lunch,"COOKIES,SUGAR,REFR DOUGH,BKD",484,4.7,23.1,0.800000012
24,Female,55,178,Lightly active,Maintain Weight,Dinner,"ARCHWAY HOME STYLE COOKIES,RASPBERRY FILLED",400,4.35,13.26,2.200000048
24,Female,55,178,Lightly active,Maintain Weight,Dinner,"VEAL,COMP OF RTL CUTS,FAT,CKD",642,9.42,66.74,0.0
36,Female,77,188,Sedentary,Weight Gain,Breakfast,"BURGER KING, Chicken Tenders",289,17.25,16.67,2.299999952
36,Female,77,188,Sedentary,Weight Gain,Breakfast,"COFFEECAKE,CINN W/CRUMB TOPPING,DRY MIX",436,4.8,12.0,1.799999952
36,Female,77,188,Sedentary,Weight Gain,Lunch,BOLOGNA  PORK  TURKEY & BF,336,11.56,29.25,0.0
36,Female,77,188,Sedentary,Weight Gain,Lunch,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW",100,17.86,2.59,0.0
36,Female,77,188,Sedentary,Weight Gain,Dinner,"BEANS,SNAP,GRN,CND,NO SALT,DRND SOL",20,1.15,0.1,1.899999976
36,Female,77,188,Sedentary,Weight Gain,Dinner,"FRUIT SALAD,CND,JUC PK,SOL&LIQUIDS",50,0.51,0.03,1.0
47,Female,90,163,Moderately active,Fat Loss,Breakfast,"CAMPBELL'S SEL SOUP,98% FAT FREE NEW ENGLAND CLAM CHOWDER",43,2.04,0.61,0.800000012
47,Female,90,163,Moderately active,Fat Loss,Breakfast,"BEEF,RND,TOP RND,LN,0"" FAT,SEL,CKD,BRLD",176,31.7,4.45,0.0
47,Female,90,163,Moderately active,Fat Loss,Lunch,"MUFFINS,CORN,COMMLY PREP",305,5.9,8.4,3.400000095
47,Female,90,163,Moderately active,Fat Loss,Lunch,"ARCHWAY HOME STYLE COOKIES,RUTH'S OATMEAL",428,5.94,15.88,2.599999905
47,Female,90,163,Moderately active,Fat Loss,Dinner,"CAMPBELL'S CHUNKY SOUPS,BF RIB RST POTATOES HERBS SOUP",44,3.27,0.41,1.200000048
47,Female,90,163,Moderately active,Fat Loss,Dinner,"WATER W/ ADDED VITAMINS & MINERALS,SWTND, FRUIT FLAVORS",22,0.0,0.0,0.0
39,Female,68,154,Lightly active,Fat Loss,Breakfast,"BEEF,TOP SIRLOIN,LN,1/8"" FAT,ALL GRDS,RAW",131,22.09,4.08,0.0
39,Female,68,154,Lightly active,Fat Loss,Breakfast,"MCDONALD'S,MCCHICKEN SNDWCH (WITHOUT MAYONNAISE)",240,11.08,8.46,1.399999976
39,Female,68,154,Lightly active,Fat Loss,Lunch,"CORN FLR,WHOLE-GRAIN,BLUE (HARINA DE MAIZ MORADO)",364,8.75,5.09,8.399999619
39,Female,68,154,Lightly active,Fat Loss,Lunch,"TOASTER PASTRIES,KELLOGG,KELLOG POP TARTS,FRSTD CHOC VAN CRM",391,5.0,10.2,1.0
39,Female,68,154,Lightly active,Fat Loss,Dinner,"BABYFOOD,JUC,PRUNE&ORANGE",70,0.6,0.3,0.0
39,Female,68,154,Lightly active,Fat Loss,Dinner,"CHEESE,PORT DE SALUT",352,23.78,28.2,0.0
59,Male,78,164,Lightly active,Fat Loss,Breakfast,"GELATIN DSSRT,DRY MIX,W/ ADDED VIT C,SODIUM-CITRATE & SALT",381,7.8,0.0,0.0
59,Male,78,164,Lightly active,Fat Loss,Breakfast,"PEPPERS,HOT CHILI,RED,RAW",40,1.87,0.44,1.5
59,Male,78,164,Lightly active,Fat Loss,Lunch,"BEEF,RND,TOP RND,LN,1/8"" FAT,CHOIC,CKD,PAN-FRIED",228,33.93,8.33,0.0
59,Male,78,164,Lightly active,Fat Loss,Lunch,"MCDONALD'S,HOT MUSTARD SAU",190,2.6,7.31,5.0
59,Male,78,164,Lightly active,Fat Loss,Dinner,"PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,WO/SALT",121,6.76,0.38,6.699999809
59,Male,78,164,Lightly active,Fat Loss,Dinner,"CAMPBELL'S SEL SOUP,SPLIT PEA W/ RSTD HAM SOUP",67,4.08,0.41,2.0
41,Female,89,179,Moderately active,Weight Gain,Breakfast,"WHEAT FLR,WHITE,BREAD,ENR",361,11.98,1.66,2.400000095
41,Female,89,179,Moderately active,Weight Gain,Breakfast,"BEEF,GROUND,75% LN MEAT / 25% FAT,CRUMBLES,CKD,PAN-BROWNED",277,26.28,18.21,0.0
41,Female,89,179,Moderately active,Weight Gain,Lunch,"CHERRIES,SOUR,RED,CND,HVY SYRUP PK,SOL&LIQUIDS",91,0.73,0.1,1.100000024
41,Female,89,179,Moderately active,Weight Gain,Lunch,"LIMA BNS,IMMAT SEEDS,FRZ,BABY,CKD,BLD,DRND,WO/SALT",105,6.65,0.3,6.0
41,Female,89,179,Moderately active,Weight Gain,Dinner,"LAMB,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW",101,17.2,3.1,0.0
41,Female,89,179,Moderately active,Weight Gain,Dinner,"LAMB,AUS,IMP,FRSH,LEG,SIRLOIN HALF,BNLESS,LN&FAT,1/8""FAT,RAW",254,17.25,20.0,0.0
45,Female,57,151,Lightly active,Fat Loss,Breakfast,"FAST FOODS,TOSTADA,W/BNS&CHS",155,6.67,6.85,0.0
45,Female,57,151,Lightly active,Fat Loss,Breakfast,"CEREALS RTE,KELLOGG,SMART START HEALTHY HEART, BRN SUGAR",367,10.0,3.7,8.5
45,Female,57,151,Lightly active,Fat Loss,Lunch,"BEANS,KIDNEY,RED,MATURE SEEDS,CND",84,5.26,0.36,5.400000095
45,Female,57,151,Lightly active,Fat Loss,Lunch,"TURKEY,DICED,LT&DK MEAT,SEASONED",138,18.7,6.0,0.0
45,Female,57,151,Lightly active,Fat Loss,Dinner,"PASTA W/SLICED FRANKS IN TOMATO SAU,CND ENTREE",104,3.7,4.6,0.899999976
45,Female,57,151,Lightly active,Fat Loss,Dinner,"POTATOES,MSHD,DEHYD,PREP FR GRNLS WO/MILK,WHL MILK&BUTTER",108,2.05,4.96,2.200000048
26,Male,63,150,Very active,Maintain Weight,Breakfast,"CEREALS RTE,CORN&OAT FLOURS,PUFFED PRESWEETENED,SINGLE BRAND",395,5.2,2.1,2.5
26,Male,63,150,Very active,Maintain Weight,Breakfast,"CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,FRIED",277,32.54,13.46,0.0
26,Male,63,150,Very active,Maintain Weight,Lunch,"CHEESE,FONTINA",389,25.6,31.14,0.0
26,Male,63,150,Very active,Maintain Weight,Lunch,"CEREALS RTE,GENERAL MILLS,PARA SU FAMILIA RAISIN BRAN",309,7.27,1.82,12.39999962
26,Male,63,150,Very active,Maintain Weight,Dinner,"PORK,FRSH,LOIN,CNTR LOIN CHOPS,BONE-IN,LN&FAT,CKD,PAN-FRIED",277,29.91,16.56,0.0
26,Male,63,150,Very active,Maintain Weight,Dinner,"TOMATO&VEG JUC,LO NA",22,0.6,0.1,0.800000012
27,Female,78,182,Very active,Maintain Weight,Breakfast,"HC SALBRY STK W/MSHRM GRVY,RST RED POT,GRN BNS,CRN,CART MEDY",94,6.03,2.16,2.0
27,Female,78,182,Very active,Maintain Weight,Breakfast,SALAMI  CKD  BF,261,12.6,22.2,0.0
27,Female,78,182,Very active,Maintain Weight,Lunch,"CORN,SWT,YEL,CND,NO SALT,SOL&LIQUIDS",64,1.95,0.5,1.700000048
27,Female,78,182,Very active,Maintain Weight,Lunch,"CEREALS RTE,QUAKER,CHRISTMAS CRUNCH",401,4.43,5.53,2.5
27,Female,78,182,Very active,Maintain Weight,Dinner,"TURKEY,ALL CLASSES,NECK,MEAT ONLY,RAW",135,20.14,5.42,0.0
27,Female,78,182,Very active,Maintain Weight,Dinner,KRAFT VELVEETA PAST PROCESS CHS SPRD,303,16.3,22.0,0.0
21,Female,81,158,Lightly active,Fat Loss,Breakfast,"TURKEY THIGH,PRE-BASTED,MEAT&SKN,CKD,RSTD",157,18.8,8.54,0.0
21,Female,81,158,Lightly active,Fat Loss,Breakfast,"GOAT,RAW",109,20.6,2.31,0.0
21,Female,81,158,Lightly active,Fat Loss,Lunch,"CHICKEN BREAST TENDERS,CKD,CONVENTIONAL OVEN",293,15.78,17.69,1.299999952
21,Female,81,158,Lightly active,Fat Loss,Lunch,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN,1/4""FAT,CHOIC,CKD,RSTD",191,28.3,7.74,0.0
21,Female,81,158,Lightly active,Fat Loss,Dinner,"TURKEY,YOUNG TOM,LT MEAT,MEAT ONLY,CKD,RSTD",154,29.88,2.92,0.0
21,Female,81,158,Lightly active,Fat Loss,Dinner,"WHEAT,HARD RED WINTER",327,12.61,1.54,12.19999981
18,Male,83,185,Sedentary,Fat Loss,Breakfast,"PORK,SHLDR BREAST,BNLESS,LN & FAT,CKD,BRLD",162,28.47,4.49,0.0
18,Male,83,185,Sedentary,Fat Loss,Breakfast,"CHRYSANTHEMUM LEAVES,RAW",24,3.36,0.56,3.0
18,Male,83,185,Sedentary,Fat Loss,Lunch,"MILK,BTTRMLK,FLUID,CULTURED,LOWFAT",40,3.31,0.88,0.0
18,Male,83,185,Sedentary,Fat Loss,Lunch,"ICE CREAMS,BREYERS,98% FAT FREE CHOC",136,3.89,2.17,5.800000191
18,Male,83,185,Sedentary,Fat Loss,Dinner,"CAMPBELL'S SEL SOUP,98% FAT FREE NEW ENGLAND CLAM CHOWDER",43,2.04,0.61,0.800000012
18,Male,83,185,Sedentary,Fat Loss,Dinner,"SWEET POTATO,CKD,BKD IN SKN,WO/ SALT",90,2.01,0.15,3.299999952
24,Male,55,153,Moderately active,Weight Gain,Breakfast,"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,STR",71,0.1,0.0,1.200000048
24,Male,55,153,Moderately active,Weight Gain,Breakfast,"SOUP,VEG BF,MICROWAVABLE,RTS,SINGLE BRAND",44,6.2,0.7,1.5
24,Male,55,153,Moderately active,Weight Gain,Lunch,"MORNINGSTAR FARMS MEAL STARTERS CHIK'N STRIPS,FRZ,UNPREP",164,26.8,3.9,1.399999976
24,Male,55,153,Moderately active,Weight Gain,Lunch,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,STR",85,1.6,2.0,0.0
24,Male,55,153,Moderately active,Weight Gain,Dinner,"RASPBERRIES,RAW",52,1.2,0.65,6.5
24,Male,55,153,Moderately active,Weight Gain,Dinner,"CORN,WHITE,STMD (NAVAJO)",386,9.72,5.18,16.60000038
24,Male,86,178,Moderately active,Maintain Weight,Breakfast,"PATIO BF & BEAN BURRITO,MILD,FRZ",207,6.52,6.75,3.5
24,Male,86,178,Moderately active,Maintain Weight,Breakfast,"SOUP,CHICK BROTH,CND,COND",31,4.42,1.04,0.0
24,Male,86,178,Moderately active,Maintain Weight,Lunch,"CEREALS RTE,KASHI GOLEAN CRUNCH! BY KELLOGG",377,17.5,5.8,15.19999981
24,Male,86,178,Moderately active,Maintain Weight,Lunch,"CARBONATED BEV,PEPPER-TYPE,CONTAINS CAFFEINE",41,0.0,0.1,0.0
24,Male,86,178,Moderately active,Maintain Weight,Dinner,"SESBANIA FLOWER,CKD,STMD,WO/SALT",22,1.14,0.05,0.0
24,Male,86,178,Moderately active,Maintain Weight,Dinner,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT",270,13.49,12.9,1.899999976
32,Male,49,179,Very active,Weight Gain,Breakfast,"SOUP,PEA,GRN,CND,COND,PREP W/ EQ VOLUME H2O",62,3.2,1.09,1.899999976
32,Male,49,179,Very active,Weight Gain,Breakfast,"QUINOA,CKD",120,4.4,1.92,2.799999952
32,Male,49,179,Very active,Weight Gain,Lunch,"CRACKERS,STD SNACK-TYPE,SNDWCH,W/CHS FILLING",477,9.3,21.1,1.899999976
32,Male,49,179,Very active,Weight Gain,Lunch,"CUCUMBER,PEELED,RAW",12,0.59,0.16,0.699999988
32,Male,49,179,Very active,Weight Gain,Dinner,"SUNFLOWER SD BUTTER,W/SALT",579,19.66,47.73,0.0
32,Male,49,179,Very active,Weight Gain,Dinner,"TURNIP GREENS,RAW",32,1.5,0.3,3.200000048
56,Female,80,186,Sedentary,Weight Gain,Breakfast,"CAMPBELL'S CHUNKY SOUPS,PEPPER STEAK SOUP",48,3.27,0.61,1.200000048
56,Female,80,186,Sedentary,Weight Gain,Breakfast,"WAFFLE,BTTRMLK,FRZ,RTH,TSTD",309,7.42,9.49,2.599999905
56,Female,80,186,Sedentary,Weight Gain,Lunch,"CELERY,CKD,BLD,DRND,W/SALT",18,0.83,0.16,1.600000024
56,Female,80,186,Sedentary,Weight Gain,Lunch,"USDA COMMODITY,SALMON NUGGETS,BREADED,FRZ,HTD",212,12.69,11.72,0.0
56,Female,80,186,Sedentary,Weight Gain,Dinner,"BISCUITS,PLN OR BTTRMLK,DRY MIX,PREP",335,7.3,12.1,1.799999952
56,Female,80,186,Sedentary,Weight Gain,Dinner,"Mutton, cooked, roasted (Navajo)",234,33.43,11.09,0.0
20,Male,62,175,Very active,Weight Gain,Breakfast,"STEW,MOOSE (ALASKA NATIVE)",55,6.6,0.5,0.5
20,Male,62,175,Very active,Weight Gain,Breakfast,"BABYFOOD,JUC,MXD FRUIT",47,0.1,0.1,0.100000001
20,Male,62,175,Very active,Weight Gain,Lunch,"SOYBEANS,MATURE CKD,BLD,WO/SALT",173,16.64,8.97,6.0
20,Male,62,175,Very active,Weight Gain,Lunch,"Cake, snack cakes, creme-filled, chocolate with frosting",399,3.63,15.93,3.200000048
20,Male,62,175,Very active,Weight Gain,Dinner,"CRACKERS,CHS,SANDWICH-TYPE W/PNUT BUTTER FILLING",496,12.41,25.12,3.400000095
20,Male,62,175,Very active,Weight Gain,Dinner,"CANDIES,MASTERFOODS USA,SKITTLES WILD BERRY BITE SIZE",405,0.19,4.25,0.0
32,Male,74,173,Lightly active,Fat Loss,Breakfast,"CEREALS RTE,KRAFT,POST COCOA PEBBLES CRL",398,3.5,4.2,1.600000024
32,Male,74,173,Lightly active,Fat Loss,Breakfast,"CAMPBELL SOUP,PREGO PASTA,RSTD RED PEPPR & GRLC ITAL SAU,RTS",96,1.6,3.2,2.400000095
32,Male,74,173,Lightly active,Fat Loss,Lunch,"ALCOHOLIC BEV,WINE,TABLE,WHITE,PINOT GRIS (GRIGIO)",83,0.07,0.0,0.0
32,Male,74,173,Lightly active,Fat Loss,Lunch,"CEREALS RTE,KASHI HEART TO HEART,HONEY TSTD OAT",358,13.0,5.1,14.10000038
32,Male,74,173,Lightly active,Fat Loss,Dinner,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,RAW",125,22.26,3.32,0.0
32,Male,74,173,Lightly active,Fat Loss,Dinner,"BEEF,VAR MEATS&BY-PRODUCTS,TRIPE,RAW",85,12.07,3.69,0.0
60,Male,74,158,Lightly active,Weight Gain,Breakfast,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,STRAWBERRY KIWI",29,0.0,0.0,0.0
60,Male,74,158,Lightly active,Weight Gain,Breakfast,"CEREALS,QUAKER,CREAMY WHEAT,FARINA,ENR,PREP W/H2O,SALT",51,1.53,0.07,0.400000006
60,Male,74,158,Lightly active,Weight Gain,Lunch,"LAMB,AUS,IMP,FRSH,LOIN,LN,1/8""FAT,RAW",146,21.0,6.24,0.0
60,Male,74,158,Lightly active,Weight Gain,Lunch,"ACORNS,RAW",387,6.15,23.86,0.0
60,Male,74,158,Lightly active,Weight Gain,Dinner,"SNACKS,TORTILLA CHIPS,UNSALTED,WHITE CORN",503,7.79,23.36,5.300000191
60,Male,74,158,Lightly active,Weight Gain,Dinner,"PORK,SHLDR,PETITE TENDER,BNLESS,LN & FAT,CKD,BRLD",155,27.47,4.23,0.0
20,Female,89,156,Very active,Weight Gain,Breakfast,"SOUP,VEG BF,DRY,MIX,PREP W/ H2O",21,1.16,0.44,0.300000012
20,Female,89,156,Very active,Weight Gain,Breakfast,"LEMON GRASS (CITRONELLA),RAW",99,1.82,0.49,0.0
20,Female,89,156,Very active,Weight Gain,Lunch,"BABYFOOD,APPLS,DICES,TODD",51,0.2,0.1,0.899999976
20,Female,89,156,Very active,Weight Gain,Lunch,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR VANILLA CONE",222,3.72,4.0,3.799999952
20,Female,89,156,Very active,Weight Gain,Dinner,"SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,WO/SALT",16,0.64,0.05,1.399999976
20,Female,89,156,Very active,Weight Gain,Dinner,"KALE,CKD,BLD,DRND,W/SALT",28,1.9,0.4,2.0
35,Female,77,170,Lightly active,Maintain Weight,Breakfast,"MORNINGSTAR FARMS VEGGIE SAUSAGE PATTIES,FRZ,UNPREP",210,25.8,7.9,4.099999905
35,Female,77,170,Lightly active,Maintain Weight,Breakfast,"CHEESE,RICOTTA,WHOLE MILK",174,11.26,12.98,0.0
35,Female,77,170,Lightly active,Maintain Weight,Lunch,"ALCOHOLIC BEV,BEER,REG,BUDWEISER",41,0.36,0.0,0.0
35,Female,77,170,Lightly active,Maintain Weight,Lunch,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW",199,18.56,13.24,0.0
35,Female,77,170,Lightly active,Maintain Weight,Dinner,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN & FAT,UNHTD",179,16.09,12.13,0.0
35,Female,77,170,Lightly active,Maintain Weight,Dinner,"POLISH SAUSAGE,PORK",326,14.1,28.72,0.0
45,Female,61,186,Lightly active,Weight Gain,Breakfast,"SESAME BUTTER,PASTE",586,18.08,50.87,5.5
45,Female,61,186,Lightly active,Weight Gain,Breakfast,"BEANS,SNAP,YEL,CND,REG PK,SOL&LIQUIDS",15,0.8,0.1,1.5
45,Female,61,186,Lightly active,Weight Gain,Lunch,"CEREALS,QUAKER,INST OATMEAL,FRENCH VANILLA,PREP W/ BOIL H2O",102,2.41,1.31,1.799999952
45,Female,61,186,Lightly active,Weight Gain,Lunch,"BALSAM-PEAR (BITTER GOURD),PODS,RAW",17,1.0,0.17,2.799999952
45,Female,61,186,Lightly active,Weight Gain,Dinner,"CEREALS RTE,APPL CINN SQUARES MINI-WHEATS",331,7.2,1.8,8.600000381
45,Female,61,186,Lightly active,Weight Gain,Dinner,"CARROTS,FROZEN,UNPREPARED",36,0.78,0.46,3.299999952
60,Male,75,181,Very active,Weight Gain,Breakfast,"BABYFOOD,VEG,GRN BNS,STR",27,1.2,0.17,2.200000048
60,Male,75,181,Very active,Weight Gain,Breakfast,"APPLES,DRIED,SULFURED,STWD,W/ SUGAR",83,0.2,0.07,1.899999976
60,Male,75,181,Very active,Weight Gain,Lunch,"CAMPBELL'S RED & WHITE,HOMESTYLE CHICK NOODLE SOUP,COND",56,3.17,1.59,0.800000012
60,Male,75,181,Very active,Weight Gain,Lunch,"MORNINGSTAR FARMS TOMATO & BASIL PIZZA BURGER,FRZ,UNPREP",181,15.5,8.3,3.700000048
60,Male,75,181,Very active,Weight Gain,Dinner,"CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS,ORIGINAL",343,9.0,1.6,10.0
60,Male,75,181,Very active,Weight Gain,Dinner,"PORK,ORIENTAL STYLE,DEHYD",615,11.8,62.4,0.0
35,Male,67,181,Sedentary,Maintain Weight,Breakfast,"BEEF,GROUND,85% LN MEAT / 15% FAT,LOAF,CKD,BKD",240,25.93,14.36,0.0
35,Male,67,181,Sedentary,Maintain Weight,Breakfast,"SNACKS,CORN-BASED,EXTRUDED,CHIPS,UNSALTED",557,6.6,33.4,4.400000095
35,Male,67,181,Sedentary,Maintain Weight,Lunch,"WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,W/SALT",11,0.4,0.2,1.0
35,Male,67,181,Sedentary,Maintain Weight,Lunch,"BABYFOOD,JUC,ORANGE&APRICOT",46,0.8,0.1,0.100000001
35,Male,67,181,Sedentary,Maintain Weight,Dinner,"COLLARDS,CKD,BLD,DRND,W/SALT",26,2.11,0.36,2.799999952
35,Male,67,181,Sedentary,Maintain Weight,Dinner,"BEEF,BTTM SIRLOIN,TRI-TIP,LN,0"" FAT,ALL GRDS,RAW",142,21.26,5.63,0.0
50,Female,46,175,Sedentary,Weight Gain,Breakfast,"SOUP,CRM OF VEG,DRY,PDR",446,8.0,24.1,3.0
50,Female,46,175,Sedentary,Weight Gain,Breakfast,"PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BNLESS,LN,RAW",152,21.8,6.48,0.0
50,Female,46,175,Sedentary,Weight Gain,Lunch,"SESAME SD KRNLS,TSTD,W/SALT (DECORT)",567,16.96,48.0,16.89999962
50,Female,46,175,Sedentary,Weight Gain,Lunch,"SEA BASS,MXD SP,RAW",97,18.43,2.0,0.0
50,Female,46,175,Sedentary,Weight Gain,Dinner,"SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME H2O",42,0.79,2.88,0.0
50,Female,46,175,Sedentary,Weight Gain,Dinner,"SPAGHETTI,SPINACH,DRY",372,13.35,1.57,10.60000038
39,Male,48,160,Lightly active,Fat Loss,Breakfast,"COCOA,DRY PDR,UNSWTND,HERSHEY'S EUROPEAN STYLE COCOA",400,20.0,10.0,20.0
39,Male,48,160,Lightly active,Fat Loss,Breakfast,"RICE,WHITE,LONG-GRAIN,REG,CKD,UNENR,W/SALT",130,2.69,0.28,0.400000006
39,Male,48,160,Lightly active,Fat Loss,Lunch,"GRAVY,INST TURKEY,DRY",409,11.72,14.66,3.799999952
39,Male,48,160,Lightly active,Fat Loss,Lunch,"WENDY'S,ULTIMATE CHICK GRILL SNDWCH",179,14.73,5.0,1.100000024
39,Male,48,160,Lightly active,Fat Loss,Dinner,"LIMA BNS,IMMAT SEEDS,RAW",113,6.84,0.86,4.900000095
39,Male,48,160,Lightly active,Fat Loss,Dinner,"GINKGO NUTS,DRIED",348,10.35,2.0,0.0
44,Male,83,173,Sedentary,Fat Loss,Breakfast,"SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME MILK",94,4.97,2.77,1.100000024
44,Male,83,173,Sedentary,Fat Loss,Breakfast,"POTATOES,BLD,CKD IN SKN,SKN,WO/SALT",78,2.86,0.1,3.299999952
44,Male,83,173,Sedentary,Fat Loss,Lunch,"BEEF,RND,BTTM RND,LN&FAT,0""FAT,ALL GRDS,CKD,RSTD",187,27.42,7.72,0.0
44,Male,83,173,Sedentary,Fat Loss,Lunch,"CEREALS RTE,GENERAL MILLS,BOO BERRY",400,3.33,3.33,0.899999976
44,Male,83,173,Sedentary,Fat Loss,Dinner,"SOUP,CHICK VEG,CND,COND",61,2.94,2.32,0.699999988
44,Male,83,173,Sedentary,Fat Loss,Dinner,"SQUID,MIXED SPECIES,RAW",92,15.58,1.38,0.0
36,Female,56,176,Very active,Fat Loss,Breakfast,"TURKEY POT PIE,FRZ ENTREE",176,6.5,8.8,1.100000024
36,Female,56,176,Very active,Fat Loss,Breakfast,"GRAPE JUC COCKTAIL,FRZ CONC,DIL W/ 3 VOL H2O,W/ ADDED VIT C",51,0.19,0.09,0.100000001
36,Female,56,176,Very active,Fat Loss,Lunch,"CELERY FLAKES,DRIED",319,11.3,2.1,27.79999924
36,Female,56,176,Very active,Fat Loss,Lunch,"MAYONNAISE,LO NA,LO CAL OR DIET",231,0.3,19.2,0.0
36,Female,56,176,Very active,Fat Loss,Dinner,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD",351,22.77,28.11,0.0
36,Female,56,176,Very active,Fat Loss,Dinner,"GAME MEAT,BOAR,WILD,CKD,RSTD",160,28.3,4.38,0.0
45,Male,49,154,Lightly active,Fat Loss,Breakfast,"HORMEL,DINTY MOORE BF STEW,CND ENTREE",94,4.79,5.53,1.100000024
45,Male,49,154,Lightly active,Fat Loss,Breakfast,"BABYFOOD,OATMEAL CRL W/FRUIT,DRY,INST,TODD",402,10.5,7.05,7.800000191
45,Male,49,154,Lightly active,Fat Loss,Lunch,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,CKD,BRSD",224,34.72,8.37,0.0
45,Male,49,154,Lightly active,Fat Loss,Lunch,"SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,W/SALT",39,1.23,0.07,0.0
45,Male,49,154,Lightly active,Fat Loss,Dinner,"BEEF,RND,BTTM RND,LN,1/8"" FAT,CHOIC,RAW",140,22.22,4.96,0.0
45,Male,49,154,Lightly active,Fat Loss,Dinner,"CHICKEN,STEWING,GIBLETS,RAW",168,17.89,9.21,0.0
